0.002,0.004438642
-0.018,0.043603133
-0.032,0.05926893
-0.04,0.070234987
-0.044,0.078067885
-0.064,0.106266319
-0.076,0.132898172
-0.086,0.156396867
-0.1,0.179895561
-0.118,0.212793734
-0.134,0.245691906
-0.156,0.284856397
-0.184,0.336553525
-0.202,0.388250653
-0.214,0.432114883
-0.214,0.457180157
-0.208,0.504177546
-0.196,0.52924282
-0.19,0.554308094
-0.172,0.574673629
-0.134,0.620104439
-0.108,0.646736292
-0.082,0.671801567
-0.046,0.70156658
0.004,0.737597911
0.032,0.761096606
0.056,0.776762402
0.08,0.793994778
0.11,0.808093995
0.15,0.82689295
0.182,0.842558747
0.232,0.851958225
0.272,0.873890339
0.312,0.884856397
0.354,0.895822454
0.392,0.905221932
0.442,0.91618799
0.482,0.925587467
0.534,0.934986945
0.582,0.942819843
0.628,0.950652742
0.686,0.953785901
0.738,0.961618799
0.792,0.972584856
0.84,0.977284595
0.998,1.00078329