0.000234192,-0.000230415
0.010070258,0.023271889
0.021311475,0.040552995
0.031147541,0.05437788
0.039578454,0.068894009
0.046604215,0.079262673
0.06206089,0.091013825
0.067681499,0.1
0.07470726,0.106221198
0.088758782,0.12281106
0.104215457,0.135253456
0.118266979,0.143548387
0.128103044,0.149078341
0.139344262,0.155299539
0.154800937,0.160829493
0.168852459,0.167050691
0.182903981,0.169815668
0.20117096,0.173271889
0.211007026,0.174654378
0.223653396,0.175345622
0.232084309,0.175345622
0.250351288,0.173271889
0.275644028,0.169124424
0.309367681,0.162211982
0.331850117,0.155299539
0.358548009,0.143548387
0.374004684,0.136635945
0.386651054,0.129723502
0.403512881,0.120737327
0.417564403,0.109677419
0.430210773,0.102073733
0.442857143,0.091705069
0.454098361,0.082718894
0.463934426,0.075115207
0.476580796,0.065437788
0.500468384,0.05437788
0.507494145,0.042626728
0.521545667,0.030184332
0.53559719,0.017050691
0.546838407,0.007373272
0.566510539,-0.015437788
0.580562061,-0.029953917
0.600234192,-0.052073733
0.615690867,-0.070046083
0.629742389,-0.0859447
0.642388759,-0.101152074
0.657845433,-0.11843318
0.67470726,-0.137788018
0.695784543,-0.165437788
0.716861827,-0.190322581
0.733723653,-0.206221198
0.749180328,-0.219354839
0.760421546,-0.231797235
0.77587822,-0.238018433
0.80117096,-0.24562212
0.832084309,-0.242165899
0.848946136,-0.234562212
0.860187354,-0.223502304
0.874238876,-0.212442396
0.882669789,-0.20483871
0.891100703,-0.19516129
0.899531616,-0.181336406
0.905152225,-0.170967742
0.91498829,-0.158525346
0.923419204,-0.147465438
0.930444965,-0.137096774
0.934660422,-0.126728111
0.941686183,-0.117050691
0.944496487,-0.103225806
0.9529274,-0.089400922
0.957142857,-0.074193548
0.964168618,-0.059677419
0.978220141,-0.043087558
0.986651054,-0.02718894
0.997892272,-0.000921659